text,value
"Pantainya lumayan bersih, lumayan untuk main anak-anak.. tetap waspada sich sama ombak..
ada persewaan atv buat yang suka..
Ada tempat cuci bilas dengan air tawar gratis. Kalau malas antri, ada juga warung-warung yang menyediakan cuci bilas, tapi berbayar..
Kita juga suka makan seafood disini, ikannya pilih sendiri jadi msh fresh. Murah juga koq.",POSITIF
"Bagus banget view sunsetnya :"") Kalau sore lumayan banyak orang yang cari view sunset salah satunya ke sini. Dekat dengan masjid jadi buat yang nyari view sunset ga usah bingung-bingung ke masjidnya. Oya jalan ke sini kalau dari Pantai Parangtritis viewnya bagus banget makanya lebih suka lewat jalan situ. Di sini ada tempat foto ikoniknya loh, yang jalan besar itu. Kemaren waktu ke sini rame orang photoshoot ada yang persiapannya lengkap juga.",POSITIF
"Yg enak adalah ikan panggang ala timor. Ikannya beli langsung dari sampan, segar dan manis khas ikan laut bergelombang.",POSITIF
"Kemarin baru kesana
FYI tiket masuknya 50rb/org ( dewasa ) gak tau kalo anakå? brp",NEGATIF
biasa,NEGATIF
Semua mata duitan,NEGATIF
Mantap pantainya.tp hotelnya kurang bersih,NEGATIF
"Sebelum masuk scan barcode dulu Di aplikasi peduli lindungi ,cek suhu lalu tidak lupa pake handsanitizer yang sdh disediakan,
Hari minggu siang tadii ramaai sekali, Di beberapa tempat dine in mesti antri,",POSITIF
ðŸ¤”ðŸ¤”ðŸ¤”. Saya sering mampir ke Hartono mall Ace ngga dingin malah sumpek ðŸ¤”ðŸ¤”ðŸ¤”.   cara mengarahkan Cleaning servis nya kurang senyum . Saya sebagai kastemer teman saya pernah di marah sama menjemen ngga jelas ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡. Saya masih ingat wajah bos sananya kalau gigi nya agak tonggos muka cina tambah lagi saya pernah mau di tabrak mobil warana ungu anggur ðŸ˜¡ðŸ˜¡ðŸ˜¡,NEGATIF
Kurang bersih pantainya,NEGATIF
"panas, mending kesini sore atau pagi",NEGATIF
Pantai yang indah dan tempat belanja yang menyenangkan,NEGATIF
Pantainya bagus tapi pengunjung nya kurang kalo malam,POSITIF
"Terletak di sisi barat pantai parangtritis yang terkenal, kawasan pantai depok lebih banyak diisi dengan deretan rumah makan yang menawarkan masakan olahan hasil laut dengan daya tarik makan sembari menikmati deburan ombak persis di pesisir pantai selatan jawa
Kawasan pantai cukup lebar dan bersih dengan pasir keabu-abuan khas kawasan parangtritis",POSITIF
"Tiket 40rb menurut sy sangat mahal. Karena tidak dapat fasilitas apa apa. Masuk jalan kaki, keluarnya jauh banget. (Kalau naik kereta bayar lgi, itu pun antrinya banyak banget). Hbs itu harus lewat pasar yang sempit dan panas. Sampai luar, mau ke toilet bayar 2rb. Luar biasa.. haha",NEGATIF
"Tiket masuk murah, fasilitas cukup memadai. Pengelolanya ramah2. Panasnya yang gak tahan..",POSITIF
adeemmm... dan makanan enak. ati2 dengan penjual yg menawarkan makan di tepi laut.. itu kadang boong,POSITIF
Sebenernya bagus si tp sayang kotor,NEGATIF
Parkiran nya susah bikin macet pengendara umum...dan harga karcis tidak sesuai perda,NEGATIF
"Gak menyarankan untuk mandi dipantai, soalnya ombaknya lumayan besar. Jd lbh baik main dipinggir2 pantai nya aja. Disini ada pasar ikannya juga, harganya sih lumayan kalo bisa nawarnya. Dan nanti udah ditawari sama yang punya warung2 makan untuk dimasak. Harga jasa masaknya 15rb per kg. Nasi centing 15rb+lalap dan sambal. Recomended warung yang biasa namanya ""danau bambu"" tempatnya tepat pinggir pantai dan masakannya enak",POSITIF
"Hehehe udah sampai, tapi gak jadi masuk.... nanti aja kalau udah siap semuanya...baru nambah bintang

Kalau bener ruang bilas hanya 8 wahhhh sangat di sayangkan...seharusnya di tambah lagi jadi 30an...yang masuk bisa ribuan

Ok next nunggu oprasi semuanya baru mampir",NEGATIF
Masih banyak sampah plastik sehingga perlu dibersihkan agar keindahan pantai terjaga,NEGATIF
Mahal ikannya,NEGATIF
Pantai kotor karena banyaknya sampah di bibir pantai. Penataan untuk wisatawan yang jalan kaki masih kurang karena masih terdapat jalannan yang rusak jika hujan jadi becek. Ketersediaan oleh2 juga masih kurang memadai.,NEGATIF
"Tempat favorit anakå?, lengang banget pas kesana, sayangnya ga bisa naik gajahnya karena covid kayaknya, tapi masih bisa naik lainnya, seperti ATV, kapal, kereta",POSITIF
Keluar parkiran dari B2 bisa sampe 1jam sendiri!!! Parah luar biasa?? today this time ðŸ‘ŽðŸ‘Ž,NEGATIF
"Viewnya bagus bgd, spot foto jugaa bykkk, tiket masuk murah cuma 10k, parkir Mobil cuma 5k, pelayanannya juga memuaskan",POSITIF
"Salah tag lokasi. Lokasi yang benar di bawah Kompleks Candi Ijo. Lebih aman liat papan penunjuk jalan.
(Edit: Sudah coba edit lokasi, masih pending- di review tim google maps)",NEGATIF
Pantainya cukup luas dan anginnya lumayan kencang.,POSITIF
Tempatnya nyaman untk bersantai,POSITIF
Pantai yg berdekatan dengan pantai parangtritis...,POSITIF
"makin kesini makin keren aja, semenjak pandemi. tp htm juga ikutan naik?Ù´¼",POSITIF
"Tempatnya luas, fasilitasnya lengkap, bersih, jenis hewannya buanyakk, pokoknya keren dan  gak rugi ajak keluarga kesini",POSITIF
Sangat disarankan untuk dateng sore untuk ngeliat sunset. Tapi citylight malem hari juga gak kalah bagus!,POSITIF
"Panas, akses menuju tempat utama dari parkiran sangat tidak layak, tidak cocok untuk membawa anak kecil karena rawan terjatuh atau tercebur.. Tukang parkir menyulitkan karena menutup akses langsung ke parkiran yang lebih dekat, disuruh parkir ditempat yang sangat jauh dan perlu mendaki banyak anak tangga..",NEGATIF
Sayang tidak ada t4 duduk bwat sopir mnunggu..,NEGATIF
"Masuk dengan peduli lindungi (wajib)
Dewasa @50rb
Anak (max10yo) @25rb
Naik kereta @10rb bisa untuk keliling candi Prambanan sambil diceritain sama supir keretanya

Bawa payung! Karena panas terik di area candi. Selebihnya sih adem ya...",POSITIF
Tempat asik makan seafood ðŸ˜„,POSITIF
"Akses menuju parkir macet ya luar biasa,,,harus ya ada akseske basemrnt tanpa hrus lewat loby utama",NEGATIF
Bantai yang terkenal karena banyak penjualan seafood,POSITIF
"banyak spot utk selfie...
parkir mobil gkj auh dr spot ,,
harga tiket relatif murah ...
tersedia jg warung ,jd gk kelaparan...",POSITIF
"Hmm it was my fav mall in yogya. Mallnya lumayan lengkap yaa ada food court! Gramedia, pull and bear, h&m, levis, wood, lee, uniqlo, giordano dll pokoknya lengkap lah ya (berasa mbaÂ² mall), terus.. enak kemanaÂ² gak jauh, lokasinya strategis. Kalau wisatawan di gunung kidul mau mampir yaaa sekitar 2 jam an lah ke mall ini, itupun kalau macet.",POSITIF
Parkiran mobil depan parkson ternyata vvip tanpa ada tulisan informasi .jd parkir 1 jam bayar 20 k,NEGATIF
Kuliner seafood di rm arka enak banget msakan nya,POSITIF
"Halaman jogja bay di minggu pagi di gunakan untuk sunmor. Banyak aneka ragam kuliner, apparel, dll yang di jual di sunmor halaman jogja bay-stadion maguwo",POSITIF
"Menurut saya ini Mall paling megah dan luas di Jogja, dekorasi mall sangat bagus, dan berbagai merk disana lumayan lengkap, parkirnya juga luas bgt, akses masuk gampang, menu food court jg bervariasi, yang ke Jogja wajib nih main kesini.",POSITIF
"Angin pantainya enak banget, juga ada tempat makannya khususnya sea food...ikan2 fresh..Krn semua lgsg dr nelayan...",POSITIF
"Meski belum dapat mengalahkan Garuda Wisnu Kencana_Bali, tempat yang dulunya untuk tambang batu kapur telah diubah menjadi bangunan monumental yang layak dikunjungi. Daerah Gresik juga ada bahkan daerah lain di Indonesia yang memiliki aneka pertambangan batu-batuan kelak suatu hari akan menjadi wisata unik. Kehadiran seniman pemahat untuk menghidupkan suatu tempat harus di apresiasi.",POSITIF
"Pamtainya bagus , bisa buat mandi . Kesana pas weekday jd sepi. Banyak pedagang ikan . Tiket masuk 10rb kalo ndak salah
Enaknya ke pantai depok karna pantai terdekat dari malioboro. Jd setelah ke depok bisa ambil jalur kiri menuju pantai yang lain trs bisa ke gumuk pasir jg",POSITIF
Paling asik menikmati sunset disini sambil...,POSITIF
Bagus ini jalan enak,POSITIF
Ada pasar ikan segar untuk di bakar .seger ikan nya,NEGATIF
"Pergilah kemari buat menikmati seafood bersama keluarga. Terletak di sebelah parangtritis, pantai yang tidak begitu spesual namun istimewa karena merupakan salah satu kantong2 nelayan menyediakan hasil2 tangkapannya fresh dari saat mereka tiba melaut. Beli di TPI seputar tempat ini, atau kalo liat ada kapal datang, hampirilah. Lalu tersedia puluhan warung utk mengolah makanan tsb. Its fun! (Langganan kita: Warung TEYE)",POSITIF
B aja lah,NEGATIF
tempat yang luar biasa untuk orang yang menyukai keidahan wisata laut. selain menikmati ombak yang ada satu lagi yang luar biasa yaitu pasar ikan. pantai depok terkenal dengan masakan ikan yang sebagian besar masih segar. pengunjung akan dimanjakan dengan banyaknya pilihan ikan dan banyaknya tenaga yang akan mengolah ikan yang akan kita pilih dengan jasa olah ikan yang tergolong murah tapi menghasilkan jenis masakan yang uenak.,POSITIF
Pantai yang bagus banyak pasar ikan dan warung makan seafood,POSITIF
Sangat mengecewakan lebih kepada arena bermain. Bukan kebun binatang,NEGATIF
Kurang Tertata,NEGATIF
Enak untuk bersantai...banyak rumah makan dekat pantai,POSITIF
"Mahal, dan wahana tidak berfungsi secara optimal.",NEGATIF
"Bagi pribadi saya masih banyak sampah dan kurang bersih = kurang nyaman, harusnya ini menjadi fokus dan perhatian penting untuk pihak pengelola.",NEGATIF
"Indonesia adalah salah satu negara paling kaya akan seni dan budaya""
.
Salah satu nya Candi Prambanan .
.
mau sedikit cerita--untuk menuju kesini dari Malioboro berjarak 21km (31menit)
jika ingin menaiki bus dri malioboro

Perjalanan dimulai dari malioboro kemudian menaiki becak menuju tugu jogja dan untung ada bapak becak yang menunjukkan kami arah halte, lanjut berjalan lagi menuju halte Transjogja yang harganya 3500, disana kami menunggu cukup lama. Sesampainya trans kami langsung menaikinya dan tak lupa untuk transit.  kemudian sampai dan naik becak lg atau berjalan kaki

bisa juga menggunakan kendaraan online lainnya

dan gk usah hawatir capek, karna disini disediaain mobil sepeda payung dll untuk berkeliling",POSITIF
Tolong di bersihin pantainya,NEGATIF
"Pantainya jelek, banyak sampah, seperti tidak terurus",NEGATIF
Main dlu,NEGATIF
"Banyak pengunjung di hari tertentu, banyak sampah sangat meresahkan....",NEGATIF
"Bagus tempatnya, cuma sempat hujan, jadi kurang bisa lama foto2nya, semoga lain waktu bisa kesini lagi ?Ù÷",POSITIF
"Makan seafood murah dan fresh, cocok untuk makan dengan keluarga dihari libur",POSITIF
"Setelah 6th tidak berkunjung kesini, sekarang semuanya udah berubah yang dulu itu masih tampang dan belum dikelola dengan baik sekarang udah jadi salah satu objek wisata unggulan, yang bahkan masuk nominasi Anugerah Desa Wisata (ADWI). Disini tempatnya luas, spot parkirnya banyak, dan tempat pertemuannya juga banyak. Di tembing breksi ini udah mematuhi Protokol kesehatan jadi kalo verkunjung kesini kaliab tidak perlu takut untuk penularan covid karena disini udah berusaha meminimalkan.",POSITIF
Legenda jawa tengah,POSITIF
salah satu spot di bandara Pantai Depok,POSITIF
"Terlalu sempit,  pas kandang fauna,  gak nhaman buat jl,  air kolam ndak bersih",NEGATIF
Alhamdulillah sudah sampai kesini?Ù?£?Ù?£?Ù?£,POSITIF
Bagus,POSITIF
Masih dikawasan yang sama. Pindah tempat parkir kena 2 biaya. Semoga sepi ya...pengelolaan parkir nggak jelas. Banyak preman..,NEGATIF
"Makin ramai,banyak pengunjung dan indah",NEGATIF
Menu ikan yg murah dan komplit,POSITIF
Pantai tempatnya kuliner ikan n seafood segar langsung dari kapal2 nelayan,POSITIF
"Bekas pertambangan yang indah, kokoh & alami kesan pertama saya, senatural itu batu breksi menjadi taman, ga bosan melihatnya..",POSITIF
Tempat nya luas bangett,NEGATIF
"Panas marai aku ireng, gak rekomended",NEGATIF
"Pantai masih bersih. Kalau pagi2 sekali,udara segar. Kuliner ada. Harga terjangkau. Tiket parkir motor 3000 rupiah saja.",POSITIF
?Ù÷¥..dimana bagusnya,NEGATIF
Latihan fisik anak anak SBT Tegalsari,POSITIF
Kalo ke jogja jangan lupa ke pantai depok dan mencicipi nikmatnya masakan seafoodnyaâ¤ï¸,POSITIF
"Jangan lupa kalo kesini siap2 kartu vaksin. Kalo gak bawa cukup instal apk peduli lindungi. Tempatnya kejaga dengan baik, bersih. Nyampe sini sore hari. Jadi gak panas?Ù÷jalan puter2 gak krasa. Kalo gak mau capek jalan kaki jg bisa  pake kereta",POSITIF
"Parkir luas, ada kereta gratis menuju ke waterpark nya, penggunaan ATM dari bank tertentu ada diskon harga, loker aman dengan pin mnrt kita sendiri, mushola ada di dlm, tempat bilas gender,dengan byk shower, gak boleh bawa makanan ke dlm ya Krn ada byk penjual di dlm, ada sewa gazebo,pantai gelombang tsunami...dll",POSITIF
"Seru..
Suasana asyek..
Keren",POSITIF
seruuu,POSITIF
"Untuk mendapatkan hasil laut yang segar, ada jam2 tertentum saat saya datang kesana pukul 10. Hasil laut yg dijual tidak terlalu banyak. Setelah selesai memilah, kita bisa minta dimasakan oleh warung sekitar. harganya tidai terlalu mahal tp tidak murah juga",POSITIF
Tempat sejarah dunia,POSITIF
Sabi nih buat sunsetan,POSITIF
kamar ganti yang tertutup hanya ada 2 harus antri lagi....repot.,NEGATIF
"Kurang Puas, krn diTaman gk ada yang jualan makanan dan minuman bt kalangan menengah kebawah...panas haus laper gk ada cemilan.mksh",NEGATIF
mahal2 ada diskon tapi tetap mahal,NEGATIF
Menyenangkan..  Sungguh tempat yang indah berwisata,NEGATIF
"Sangat cocok untuk rekreasi keluarga, ada taman yang asri & rindang. Ada permainan untuk anak-anak.",NEGATIF
"Seru parahh,  petting zoo juga seruu, tematnya bersih, rindang,  hewannya keliatan sehat,  aktif,  cuma karena memang lagi pandemi banyak wahana yang ditutup kaya aviarinya ditutup, trus foto sama burung sekarang cuma boleh disampingnya ga boleh pegang huhu sedih, tapi tetep seru ko, toiletnya juga bersih mudah jangkauannya.",POSITIF
Baru kali ini menanyakan barang kehilangan namun d layani kurang baik bahkan cuek,NEGATIF
"Pantainya kurang cocok untuk bermain air, tapi disini banyak pejual seafood yang murah-murah.",POSITIF
"Berasa di jauh sana ,, lumayan rame walo waktu menunjukkan pukul 17 lebih...",NEGATIF
"Tempat tertinggi di Jogja kurasa. Kalo kendaraan gak fit, bisa2 gak kuat nanjak. Tapi terbayar puas bila sudah nyampai puncak. yang gak fit, jangan jalan sendirian apalagi pas siang hari. Panas puolll ?Ù÷Û?ÙÔ",POSITIF
Bau amis ikan yang masih tercium,NEGATIF
"Mohon di ricek taripnya .
Sebab bg masyarakat gol kcl ke bawah sangat kemahalan (banget) ini tempat wisata bersejarah...masa yang bs msk hya dinikmati kalangan atas sj..??‰ÏÎ‰ÏÎ",NEGATIF
"Obyek wisata yang lagi kekinian di yogyakarta...pemandangan nya indah, cocok untuk yang suka foto2 katena instagramable bgt..ada tempat ngopi nya juga",POSITIF
Enak pantainya anginnya sangat kencang dan dekat pula dengan pantai parangtritis banyak penjual makanan dan minuman juga mungkin kurangnya sampahnya aja sih masi banyak berserakan di arah masuknya.,POSITIF
Pengemalam sekarah,POSITIF
Hanya beli ikan saja di tariki uang parkir padahal hanya beberapa menit dan tak ada petugas parkir di area pasar ikan yang seharusnya bertugas sbg tukang parkir.,NEGATIF
"Alhamdulillah masa pandemi boleh ajak anak batita ke kebun binatang. Dengan pengawasan orang tua masing masing.
Weekday 60k,  weekend 75k. Lumayan rame pengunjung. Hanya sepi tidak ada yang berjualan kecuali dari manajemen GL Zoo.
Semoga pandemi usia dan hilang sehingga bisa normal dan ramai pengunjung dan penjual lagi. Aaamiiin Allahumma aaamiin.",POSITIF
Pake bayar segala gara2 udh laris...kenapa tdk dr dulu aja bayarnya,NEGATIF
Hanya monyet yang buang sampah sembarangan <--- sangat mengganggu pikiran dan hati sbg sebuah kota sopan dan santun,NEGATIF
Aman tempatnya...orangnya ramah2...harga jjnan standar.....ora bakal dikentel harga.,POSITIF
Cuma numpang makan doang sih.. pantainya biasa aja,POSITIF
Bagus,POSITIF
rute masuknya sepertinya diganti tapi lumayan tiket masuk sudah include naik kereta jadi kalau ga mau payah jalan bisa naik kereta keliling kebun binatang,POSITIF
Kuraang menarik hewan2nya ga kumplit,NEGATIF
Cocok buat liburan kluarga,NEGATIF
Lumayan kuliner seafoodnya,NEGATIF
"Kolam renang diselatan masjid cukup luas, air tawar murah meriah hanya 10rb sekali masuk",POSITIF
Sore hari asik bener,POSITIF
"Semoga ppkm segera turun,,pandemi kelar. Tempat wisata bisa buka lagi..

Note: aku kesini waktu jogja ppkm level 4,semua tempat wisata tutup utk umum.Bisa dapat akses masuk krn berkaitan dengan pekerjaan",POSITIF
Suasana pantai depok di sore hari,POSITIF
"Pantainya kotor, banyak sampah plastik",NEGATIF
"Wisata Kuliner Seafood dengan lebih 100 pilihan warung makan. Rekomendasi: warung Seafood ""mbak Rani""",NEGATIF
"Menurut aku view-nya bagusan sore
Jadi senja senja gitu disana gak begitu panas panas banget mungkin kalau mau dapet view pemandangan naik keatas ya, aku kemarin gak naik keatas karna mager capek aja keatas pas kesana pas mendung gerimis gitu jadi kurang menikmati  tapi agak nyesel gitu gak keatas hehe...
kalau mau sampai malam juga boleh nanti dapet pemandangan lampu jogjanya",POSITIF
Lebih ke tempat makan sih,NEGATIF
"Pantai yang dekat dari pusat kota Yogyakarta, jalan bagus dan lebar.  Jarak dan waktu tempuh yang cukup untuk oneday visit.
Sekrang (nop2021) pantai nya juga kelihatan bersih dan terawat.
Apakah krn masih suasana pandemi ?
Semoga tidak..",POSITIF
